system:index,burn,count,date,.geo
2019_12_30_+32573+13183,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.58941653714712,-28.561930288650377]}"
2019_12_30_+32575+13175,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.5214318124914,-28.480991435346997]}"
2019_12_30_+32575+13205,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.8528727564043,-28.759780818947526]}"
2019_12_30_+32577+13199,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.79292624210973,-28.702823848104405]}"
2019_12_30_+32577+13203,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.85119624439332,-28.741794407102336]}"
2019_12_30_+32579+13182,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.63986272182635,-28.55293708272778]}"
2019_12_30_+32580+13185,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.683088198571,-28.579916700495573]}"
2019_12_30_+32581+13173,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.55458529479156,-28.469000494116862]}"
2019_12_30_+32584+13206,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.95260736059583,-28.76577628956259]}"
2019_12_30_+32594+12744,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.4359205611604,-24.613912888629944]}"
2019_12_30_+32596+13531,1,14,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.97575682752677,-31.67036767861114]}"
2019_12_30_+32603+13699,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.29175239839725,-33.19792794174954]}"
2019_12_30_+32605+12748,1,11,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[124.5599552183701,-24.63189930047514]}"
2019_12_30_+32622+13092,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.10796039170236,-27.73905194673268]}"
2019_12_30_+32630+13087,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.1366039136932,-27.69858252008099]}"
2019_12_30_+32634+13115,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.47489484316563,-27.950392285913725]}"
2019_12_30_+32636+13099,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.32443683847183,-27.802004388190863]}"
2019_12_30_+32637+13114,1,18,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.47251530995348,-27.898431540583175]}"
2019_12_30_+32640+13114,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.52527691618218,-27.941399079991132]}"
2019_12_30_+32641+13097,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.35425655491048,-27.78851457930697]}"
2019_12_30_+32642+12851,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.89239894316103,-25.571689319386607]}"
2019_12_30_+32643+12492,1,6,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[122.78128401544183,-22.33713292255894]}"
2019_12_30_+32643+13468,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.66319148328105,-31.124993976590755]}"
2019_12_30_+32643+13547,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[133.67840011479322,-31.830960641514675]}"
2019_12_30_+32645+13467,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.67688214419576,-31.11600077066815]}"
2019_12_30_+32647+13468,1,17,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.7222715825346,-31.106478552632453]}"
2019_12_30_+32649+13168,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.2023723367398,-28.42703219981141]}"
2019_12_30_+32652+13111,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.61532763943413,-27.914419462223336]}"
2019_12_30_+32654+13170,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.27547751953577,-28.445018611656607]}"
2019_12_30_+32656+13476,1,27,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.89309371143236,-31.172291578109597]}"
2019_12_30_+32658+13106,1,5,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.60840923052447,-27.86405750905679]}"
2019_12_30_+32663+13158,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.23078590559112,-28.33710014058543]}"
2019_12_30_+32663+13172,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.38953920645017,-28.463005023501804]}"
2019_12_30_+32664+13170,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.37775735338238,-28.445018611656607]}"
2019_12_30_+32666+13101,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.64590226361085,-27.82448740299736]}"
2019_12_30_+32668+13167,1,6,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.37652364955804,-28.410544655619976]}"
2019_12_30_+32670+13170,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.43912525369035,-28.445018611656607]}"
2019_12_30_+32672+13650,1,8,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.35755534121532,-32.74939179635998]}"
2019_12_30_+32673+13168,1,6,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.43497414649553,-28.416540126235052]}"
2019_12_30_+32680+13164,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.46518555045785,-28.39105937612102]}"
2019_12_30_+32685+13441,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.7658687073959,-30.88217741668061]}"
2019_12_30_+32692+13596,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[134.84486111269365,-32.27162773172197]}"
2019_12_30_+32695+12523,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[123.54636312023847,-22.62641437973583]}"
2019_12_30_+32701+12211,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[121.27578480494196,-19.820534131885314]}"
2019_12_30_+32710+12733,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[125.47938567788849,-24.514987623481368]}"
2019_12_30_+32729+13422,1,22,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.97716269762958,-30.692093746043888]}"
2019_12_30_+32732+13718,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.9530813651949,-33.373295457240204]}"
2019_12_30_+32737+13135,1,5,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.73127315311618,-28.119464557258567]}"
2019_12_30_+32737+13718,1,11,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.98565786564444,-33.36103199461849]}"
2019_12_30_+32740+13715,1,76,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.94898155445725,-33.28987163914243]}"
2019_12_30_+32761+13658,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.41442609351034,-32.83370310188433]}"
2019_12_30_+32765+13369,1,6,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[132.72550174668373,-30.222675649023437]}"
2019_12_30_+32776+13244,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.35865153221113,-29.11051584992884]}"
2019_12_30_+32777+13500,1,9,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[134.4835429898407,-31.399786379781244]}"
2019_12_30_+32777+13506,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[134.5579494625171,-31.466735801649467]}"
2019_12_30_+32780+13243,1,14,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.3733357108964,-29.08803283512235]}"
2019_12_30_+32781+13238,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.34130072886367,-29.05655661439326]}"
2019_12_30_+32783+14197,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[145.0853179354015,-37.68104109416455]}"
2019_12_30_+32786+12791,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.76242733715893,-25.032096964030742]}"
2019_12_30_+32798+13048,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.4244309361978,-27.347847489099674]}"
2019_12_30_+32805+13087,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.90902920042257,-27.69858252008099]}"
2019_12_30_+32810+13643,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[136.74370962911516,-32.69280954243031]}"
2019_12_30_+32814+13572,1,21,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.80588241766642,-32.041444484893574]}"
2019_12_30_+32817+13094,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[130.11112169095773,-27.761534961539176]}"
2019_12_30_+32829+13036,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.61208883690065,-27.2354324150672]}"
2019_12_30_+32829+13569,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[135.93636716634632,-32.03031003946559]}"
2019_12_30_+32839+13015,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.4958767475974,-27.04507622303889]}"
2019_12_30_+32861+12837,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.94633783770571,-25.450281039431538]}"
2019_12_30_+32871+12749,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.21874280922819,-24.655881182935396]}"
2019_12_30_+32879+12757,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.3698861726912,-24.726327962662417]}"
2019_12_30_+32886+12760,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.4752130874642,-24.75180871277645]}"
2019_12_30_+32886+12762,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.48497131753423,-24.775790595236703]}"
2019_12_30_+32887+12742,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.31598633671102,-24.59592647678475]}"
2019_12_30_+32888+12635,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.37221671330197,-23.633653443066784]}"
2019_12_30_+32890+12741,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[127.33156583652496,-24.58693327086215]}"
2019_12_30_+32928+13123,1,46,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.54350307947408,-27.9935987752375]}"
2019_12_30_+32958+12756,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.1474314916514,-24.721831359701117]}"
2019_12_30_+32971+13105,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.78838688199644,-27.8582119252071]}"
2019_12_30_+32973+12750,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.22554810337425,-24.66787212416553]}"
2019_12_30_+32977+13114,1,92,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.94343674158435,-27.86632536098511]}"
2019_12_30_+32992+12733,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.25921028972667,-24.50599441755877]}"
2019_12_30_+33003+12958,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[130.55918889860453,-26.538458956065874]}"
2019_12_30_+33005+12739,1,7,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.4472182638923,-24.565092627907273]}"
2019_12_30_+33013+14190,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.57940899734146,-37.61808865270636]}"
2019_12_30_+33015+14190,1,8,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.59683391156636,-37.606847145303114]}"
2019_12_30_+33026+14181,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.56651347806843,-37.53714979940298]}"
2019_12_30_+33028+14184,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.64263060039627,-37.564129417170776]}"
2019_12_30_+33028+14186,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.6782932686511,-37.582115829015976]}"
2019_12_30_+33029+13049,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.7790255216251,-27.35684069502227]}"
2019_12_30_+33030+13051,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.79537564791667,-27.374827106867468]}"
2019_12_30_+33034+14179,1,9,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.60820448858843,-37.50217622081511]}"
2019_12_30_+33034+14193,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.87150991656745,-37.645068270474155]}"
2019_12_30_+33039+12674,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.19405915785867,-23.98139073874056]}"
2019_12_30_+33042+12673,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.22090094718584,-23.9753952681255]}"
2019_12_30_+33043+14206,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.2073093239915,-37.76197994746793]}"
2019_12_30_+33044+12956,1,17,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[130.94720225119045,-26.504602180827867]}"
2019_12_30_+33045+14167,1,6,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.53441549903883,-37.402251710564016]}"
2019_12_30_+33045+14190,1,7,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.94429698042595,-37.60909544678377]}"
2019_12_30_+33047+13018,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.62640907316919,-27.078051311421742]}"
2019_12_30_+33047+14204,1,124,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.10050280668796,-37.65797787252434]}"
2019_12_30_+33048+14170,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.62040608595802,-37.43822453425441]}"
2019_12_30_+33051+14164,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.55176934070514,-37.37752039427688]}"
2019_12_30_+33055+14173,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.74975327455533,-37.460707549060906]}"
2019_12_30_+33059+14170,1,64,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.688917586722,-37.38960501473536]}"
2019_12_30_+33070+14172,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.9051405561149,-37.4562109460996]}"
2019_12_30_+33071+13813,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.00895375554765,-34.227650019886994]}"
2019_12_30_+33075+12699,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[128.78087888321562,-24.204722019151742]}"
2019_12_30_+33080+14180,1,71,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.12953687014306,-37.45937756790335]}"
2019_12_30_+33082+14165,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.9134567515687,-37.38876190168012]}"
2019_12_30_+33089+12722,1,49,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.0902796159853,-24.381557813160377]}"
2019_12_30_+33089+14166,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.00800583352208,-37.402251710564016]}"
2019_12_30_+33089+14177,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.20954906352668,-37.50117697571259]}"
2019_12_30_+33091+14176,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.2143708575121,-37.492183769789996]}"
2019_12_30_+33095+12716,1,12,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.11144479919912,-24.344116710952008]}"
2019_12_30_+33095+14175,1,21,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.21572223612807,-37.45449795449529]}"
2019_12_30_+33096+14162,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.01056647432003,-37.36627888687363]}"
2019_12_30_+33098+14160,1,48,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.97616412325542,-37.30576210535282]}"
2019_12_30_+33098+14162,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.04451283811295,-37.36627888687363]}"
2019_12_30_+33115+14165,1,21,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.25264399026597,-37.376985084400545]}"
2019_12_30_+33125+14162,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.35003011224947,-37.36627888687363]}"
2019_12_30_+33128+13788,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[142.2448728773462,-34.00281987182205]}"
2019_12_30_+33132+14166,1,30,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.50844647661654,-37.36627888687363]}"
2019_12_30_+33133+14144,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.12157741039323,-37.20440118026686]}"
2019_12_30_+33134+14147,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.18585798087219,-37.23138079803466]}"
2019_12_30_+33134+14152,1,137,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.1923246584767,-37.156415534066724]}"
2019_12_30_+33136+14146,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.19077463783879,-37.222387592112064]}"
2019_12_30_+33143+12674,1,7,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.21791387816324,-23.97411052442228]}"
2019_12_30_+33149+12863,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.07038840868583,-25.684104393419084]}"
2019_12_30_+33149+14142,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.26690829494672,-37.18641476842167]}"
2019_12_30_+33149+14149,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.3906917093843,-37.24936720987986]}"
2019_12_30_+33149+14201,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.31672048776937,-37.71701391785494]}"
2019_12_30_+33153+14141,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.28876128075296,-37.17742156249908]}"
2019_12_30_+33153+14146,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.3827697728675,-37.222387592112064]}"
2019_12_30_+33153+14200,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.34371207697507,-37.705022976624804]}"
2019_12_30_+33154+14149,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4415321427694,-37.24936720987986]}"
2019_12_30_+33155+14139,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.2728635443925,-37.15493854769258]}"
2019_12_30_+33158+14146,1,7,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.43606238509167,-37.213394386189464]}"
2019_12_30_+33158+14150,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.5100995644904,-37.25836041580245]}"
2019_12_30_+33160+14171,1,136,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.68577318454223,-37.33810899185138]}"
2019_12_30_+33163+14200,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.46004286646274,-37.703524108971045]}"
2019_12_30_+33164+14143,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.4539149508988,-37.19540797434426]}"
2019_12_30_+33164+14169,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.9163659641,-37.42923132833181]}"
2019_12_30_+33165+14163,1,9,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.81049239566946,-37.35628643584851]}"
2019_12_30_+33169+14150,1,60,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.56141363861093,-37.206049934686]}"
2019_12_30_+33175+14149,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.6844364356095,-37.24936720987986]}"
2019_12_30_+33181+14190,1,9,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.46094794005975,-37.60709695657875]}"
2019_12_30_+33183+14141,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.63301800665587,-37.17742156249908]}"
2019_12_30_+33189+14118,1,5,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.28391414557308,-36.96338326154126]}"
2019_12_30_+33203+12875,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[131.72382853496137,-25.792022864490256]}"
2019_12_30_+33204+14111,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.33630060675762,-36.90762538482114]}"
2019_12_30_+33210+12662,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.76780247064787,-23.874221701496275]}"
2019_12_30_+33213+12651,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.7055426610797,-23.777544737828347]}"
2019_12_30_+33219+14102,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.34382719627982,-36.82368879621022]}"
2019_12_30_+33221+12598,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[129.31520370662147,-23.296408220969365]}"
2019_12_30_+33221+14100,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[148.34099078307267,-36.808700119672565]}"
2019_12_30_+33273+14031,1,168,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.72448931974424,-36.09812978981207]}"
2019_12_30_+33281+14028,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.774666948482,-36.16118929324552]}"
2019_12_30_+33286+14016,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.62740325472723,-36.05327082217435]}"
2019_12_30_+33306+14006,1,51,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.58923609118108,-35.92454454132148]}"
2019_12_30_+33324+14110,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.67392977750913,-36.89863217889854]}"
2019_12_30_+33366+14083,1,67,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.57377272598993,-36.571386864879244]}"
2019_12_30_+33382+11952,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[126.03579070652167,-17.486797194971185]}"
2019_12_30_+33393+13968,1,249,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.9537614171043,-35.480667261142756]}"
2019_12_30_+33408+14062,1,445,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.648588037004,-36.27585772112152]}"
2019_12_30_+33420+13948,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.97668238824534,-35.441732819437696]}"
2019_12_30_+33425+13944,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.9657824298121,-35.40575999574731]}"
2019_12_30_+33426+13942,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[147.9410797943197,-35.38327698094081]}"
2019_12_30_+33436+14032,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.56987700713378,-36.197162116935914]}"
2019_12_30_+33458+14005,1,2,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.3502424144247,-35.94984895406447]}"
2019_12_30_+33468+14010,1,8,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.5350037340646,-35.985821777754865]}"
2019_12_30_+33472+14025,1,41,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.82023171434017,-36.099333584216936]}"
2019_12_30_+33485+14016,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.8410260792912,-36.05327082217435]}"
2019_12_30_+33494+14016,1,30,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.8897505953772,-36.03348576914463]}"
2019_12_30_+33510+14003,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.896774042129,-35.936359145180575]}"
2019_12_30_+33547+13986,1,9,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.99268168019518,-35.77847841898387]}"
2019_12_30_+33566+13977,1,126,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.99943111176356,-35.64315208224381]}"
2019_12_30_+33574+13964,1,4,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.94078967074546,-35.57887920975732]}"
2019_12_30_+33576+13965,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.98408899986882,-35.59461732012186]}"
2019_12_30_+33577+13958,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.8773672603372,-35.531664878663676]}"
2019_12_30_+33580+13956,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[149.87692805174513,-35.513678466818476]}"
2019_12_30_+33617+13943,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.06750525322255,-35.3967667898247]}"
2019_12_30_+33629+13933,1,29,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.00380493510136,-35.25163505286694]}"
2019_12_30_+33652+13919,1,15,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.05289282031293,-35.1665407182062]}"
2019_12_30_+33670+13925,1,3,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.34542497269794,-35.231891347910405]}"
2019_12_30_+33672+13926,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.38967674741573,-35.243882289140544]}"
2019_12_30_+33676+13905,1,9,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.09775090656024,-35.04403326863837]}"
2019_12_30_+33682+13901,1,11,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.0827705836518,-35.00270085757997]}"
2019_12_30_+33688+13900,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.13420121475286,-35.010058935153005]}"
2019_12_30_+33695+13897,1,33,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.13302715126653,-34.93538807385629]}"
2019_12_30_+33703+13909,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.4479225354083,-35.09099778845638]}"
2019_12_30_+33705+13894,1,1,2019-12-30,"{""geodesic"":false,""type"":""Point"",""coordinates"":[150.22183022641167,-34.95609969961742]}"
